iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation_ft,timezone,airport_type
AVN,LFMV,Avignon Caumont airport,Avignon,FR,43.907299,4.90183,124,Europe/Paris,medium_airport
AVP,KAVP,Wilkes Barre Scranton International Airport,Wilkes-Barre/Scranton,US,41.338500976599995,-75.72339630130001,962,America/New_York,medium_airport
AVV,YMAV,Melbourne Avalon International Airport,Lara,AU,-38.040269,144.467196,35,Australia/Melbourne,medium_airport
AWA,HALA,Hawassa International Airport,Hawassa,ET,7.099869,38.396187,5450,Africa/Addis_Ababa,medium_airport
AWK,PWAK,Wake Island Airfield,Wake Island,UM,19.282437,166.636637,14,Pacific/Wake,medium_airport
AWZ,OIAW,Lieutenant General Qasem Soleimani International Airport,Ahvaz,IR,31.3374,48.762001,66,Asia/Tehran,medium_airport
AXA,TQPF,Clayton J Lloyd International Airport,The Valley,AI,18.204773,-63.05383,127,America/Anguilla,medium_airport
AXD,LGAL,Alexandroupoli Democritus Airport,Alexandroupolis,GR,40.8559,25.956301,24,Europe/Athens,medium_airport
AXF,ZBAL,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,38.748317,105.58416,4560,Asia/Shanghai,medium_airport
AXK,OYAT,Ataq Airport,Ataq,YE,14.5513,46.826199,3735,Asia/Aden,medium_airport
AXM,SKAR,El Eden Airport,Armenia,CO,4.45278,-75.7664,3990,America/Bogota,medium_airport
AXN,KAXN,Chandler Field,Alexandria,US,45.866299,-95.394699,1425,America/Chicago,medium_airport
AXP,MYAP,Spring Point Airport,Spring Point,BS,22.441799,-73.970901,11,America/Nassau,medium_airport
AXR,NTGU,Arutua Airport,,PF,-15.248299598693848,-146.61700439453125,9,Pacific/Tahiti,medium_airport
AXT,RJSK,Akita Airport,Akita,JP,39.615601,140.218994,313,Asia/Tokyo,medium_airport
AXU,HAAX,Axum Airport,Axum,ET,14.1468,38.7728,6959,Africa/Addis_Ababa,medium_airport
AYJ,VEAY,Ayodhya Airport,Faizabad,IN,26.751283,82.155295,335,Asia/Kolkata,medium_airport
AYO,SGAY,Aeropuerto Nacional Juan de Ayolas,Ayolas,PY,-27.378379,-56.856791,223,America/Asuncion,medium_airport
AYP,SPHO,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399,8917,America/Lima,medium_airport
AYQ,YAYE,Ayers Rock Connellan Airport,Yulara,AU,-25.185913,130.97703,1626,Australia/Darwin,medium_airport
AYT,LTAI,Antalya International Airport,Antalya,TR,36.898701,30.800501,177,Europe/Istanbul,large_airport
AYX,SPAY,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,PE,-10.7291,-73.766502,751,America/Lima,medium_airport
AZA,KIWA,Mesa Gateway Airport,Mesa,US,33.3078,-111.654999,1382,America/Phoenix,medium_airport
AZD,OIYY,Shahid Sadooghi Airport,Yazd,IR,31.9048995972,54.2765007019,4054,Asia/Tehran,medium_airport
AZI,OMAD,Al Bateen Executive Airport,Abu Dhabi,AE,24.428301,54.458099,16,Asia/Dubai,medium_airport
AZN,UZFA,Andizhan Airport,Andizhan,UZ,40.727699,72.293999,1515,Asia/Tashkent,medium_airport
AZO,KAZO,Kalamazoo Battle Creek International Airport,Kalamazoo,US,42.234901428222656,-85.5521011352539,874,America/Detroit,medium_airport
AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,27.837601,-0.186414,919,Africa/Algiers,medium_airport
AZS,MDCY,Samaná El Catey International Airport,Samana,DO,19.269259,-69.737405,30,America/Santo_Domingo,medium_airport
BAB,KBAB,Beale Air Force Base,Beale Air Force Base,US,39.136101,-121.436996,113,America/Los_Angeles,medium_airport
BAD,KBAD,Barksdale Air Force Base,Bossier City,US,32.501801,-93.662697,166,America/Chicago,medium_airport
BAF,KBAF,Westfield-Barnes Regional Airport,Westfield,US,42.157799,-72.715599,271,America/New_York,medium_airport
BAG,RPUB,Loakan Airport,Baguio,PH,16.375034,120.619949,4251,Asia/Manila,medium_airport
BAH,OBBI,Bahrain International Airport,Manama,BH,26.267295,50.63764,6,Asia/Bahrain,large_airport
BAI,MRBA,Buenos Aires Airport,Punta Arenas,CR,9.163949,-83.330171,1214,America/Costa_Rica,medium_airport
BAL,LTCJ,Batman Airport,Batman,TR,37.929000854499996,41.1166000366,1822,Europe/Istanbul,medium_airport
BAQ,SKBQ,Ernesto Cortissoz International Airport,Barranquilla,CO,10.8896,-74.7808,98,America/Bogota,medium_airport
BAR,ZJQH,Qionghai Bo'ao Airport,Qionghai (Basuo),CN,19.140951,110.452766,30,Asia/Shanghai,medium_airport
BAT,,Chafei Amsei Airport,Barretos,BR,-20.584631,-48.594125,1903,America/Sao_Paulo,medium_airport
BAV,ZBOW,Baotou Donghe Airport,Baotou,CN,40.560001,109.997002,3321,Asia/Shanghai,medium_airport
BAX,UNBB,Barnaul Airport,Barnaul,RU,53.363800048828125,83.53849792480469,837,Asia/Barnaul,medium_airport
BAY,LRBM,Maramureș International Airport,Tăuții-Măgherăuș,RO,47.658444,23.464445,605,Europe/Bucharest,medium_airport
BBA,SCBA,Balmaceda Airport,Balmaceda,CL,-45.915968,-71.689499,1722,America/Santiago,medium_airport
BBD,KBBD,Curtis Field,Brady,US,31.178931,-99.324732,1827,America/Chicago,medium_airport
BBI,VEBS,Biju Patnaik International Airport,Bhubaneswar,IN,20.2444,85.817802,138,Asia/Kolkata,medium_airport
BBK,FBKE,Kasane Airport,Kasane,BW,-17.832899,25.162399,3289,Africa/Gaborone,medium_airport
BBM,VDBG,Battambang Airport,Battambang,KH,13.0956,103.223999,59,Asia/Phnom_Penh,medium_airport
BBN,WBGZ,Bario Airport,Bario,MY,3.734648,115.478548,3350,Asia/Kuala_Lumpur,medium_airport
BBO,HCMI,Berbera Airport,Berbera,SO,10.385035,44.936723,30,Africa/Mogadishu,medium_airport
BBQ,TAPH,Codrington Airport,Codrington,AG,17.635799,-61.828602,15,N/A,medium_airport
BBS,EGLK,Blackbushe Airport,"Camberley, Surrey",GB,51.323898,-0.8475,325,Europe/London,medium_airport
BBT,FEFT,Berbérati Airport,Berbérati,CF,4.2215800285339355,15.786399841308594,1929,Africa/Bangui,medium_airport
BBU,LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,44.503201,26.1021,297,Europe/Bucharest,medium_airport
BCA,MUBA,Gustavo Rizo Airport,Baracoa,CU,20.365299224853516,-74.5062026977539,26,America/Havana,medium_airport
BCD,RPVB,Bacolod-Silay Airport,Bacolod City,PH,10.7764,123.014999,82,Asia/Manila,medium_airport
BCE,KBCE,Bryce Canyon Airport,Bryce Canyon,US,37.706401825,-112.144996643,7590,America/Denver,medium_airport
BCH,WPEC,Cakung Airport,Baucau,TL,-8.486479,126.399981,1771,Asia/Dili,medium_airport
BCI,YBAR,Barcaldine Airport,Barcaldine,AU,-23.566268,145.302086,878,Australia/Brisbane,medium_airport
BCL,MRBC,Barra del Colorado Airport,Pococi,CR,10.7687,-83.585602,3,America/Costa_Rica,medium_airport
BCM,LRBC,Bacău George Enescu International  Airport,Bacău,RO,46.5219,26.910299,607,Europe/Bucharest,medium_airport
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,12,Europe/Madrid,large_airport
BCQ,,Brak Airport,Brak,LY,27.653,14.272,1056,N/A,medium_airport
BCT,KBCT,Boca Raton Airport,Boca Raton,US,26.3785,-80.107697,13,America/New_York,medium_airport
BCU,DNBC,Sir Abubakar Tafawa Balewa International Airport,Bauchi,NG,10.482833,9.744,1965,N/A,medium_airport
BCW,,Benguera Island Airport,Benguera Island,MZ,-21.8533,35.438301,,N/A,medium_airport
BDA,TXKF,L.F. Wade International Airport,Hamilton,BM,32.363998,-64.678703,12,Atlantic/Bermuda,medium_airport
BDB,YBUD,Bundaberg Airport,Bundaberg,AU,-24.905039,152.322612,107,Australia/Brisbane,medium_airport
BDE,KBDE,Baudette International Airport,Baudette,US,48.7284011841,-94.612197876,1086,America/Chicago,medium_airport
BDH,OIBL,Bandar Lengeh International Airport,Bandar Lengeh,IR,26.532283,54.82484,67,Asia/Tehran,medium_airport
BDJ,WAOO,Syamsudin Noor International Airport,Landasan Ulin,ID,-3.44236,114.763,66,Asia/Makassar,medium_airport
BDL,KBDL,Bradley International Airport,Hartford,US,41.93851,-72.688066,173,America/New_York,large_airport
BDM,LTBG,Bandırma Airport,Bandırma,TR,40.318001,27.977699,170,Europe/Istanbul,medium_airport
BDO,WICC,Husein Sastranegara International Airport,Bandung,ID,-6.90063,107.575996,2436,Asia/Jakarta,medium_airport
BDQ,VABO,Vadodara Airport,Vadodara,IN,22.336201,73.226303,129,Asia/Kolkata,medium_airport
BDR,KBDR,Igor I Sikorsky Memorial Airport,Bridgeport,US,41.163502,-73.126198,9,America/New_York,medium_airport
BDS,LIBR,Brindisi Airport,Brindisi,IT,40.6576,17.947001,47,Europe/Rome,large_airport
BDT,FZFD,Gbadolite Airport,Gbadolite,CD,4.252745,20.975271,1509,Africa/Kinshasa,medium_airport
BDU,ENDU,Bardufoss Airport,Målselv,NO,69.055801,18.5404,252,Europe/Oslo,medium_airport
BEB,EGPL,Benbecula Airport,Balivanich,GB,57.48109817504883,-7.3627800941467285,19,Europe/London,medium_airport
BED,KBED,Laurence G Hanscom Field,Bedford,US,42.470001,-71.289001,133,America/New_York,medium_airport
BEF,MNBL,Bluefields Airport,Bluefields,NI,11.991,-83.774101,20,America/Managua,medium_airport
BEG,LYBE,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099,335,Europe/Belgrade,large_airport
BEJ,WAQT,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID,2.14776,117.430705,59,Asia/Makassar,medium_airport
BEK,VIBY,Bareilly Air Force Station,Bareilly,IN,28.4221,79.450798,580,Asia/Kolkata,medium_airport
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,-1.379279,-48.476207,54,America/Belem,large_airport
BEN,HLLB,Benina International Airport,Benina,LY,32.096802,20.269501,433,Africa/Tripoli,medium_airport
BEP,VOBI,Bellary Airport,Bellary,IN,15.162799835205078,76.88279724121094,30,Asia/Kolkata,medium_airport
BEQ,EGXH,RAF Honington,"Bury Saint Edmunds, Suffolk",GB,52.342602,0.772939,174,Europe/London,medium_airport
BER,EDDB,Berlin Brandenburg Airport,Berlin,DE,52.362247,13.500672,157,Europe/Berlin,large_airport
BES,LFRB,Brest Bretagne airport,Brest,FR,48.447899,-4.41854,325,Europe/Paris,medium_airport
BET,PABE,Bethel Airport,Bethel,US,60.77980042,-161.8379974,126,America/Anchorage,medium_airport
BEU,YBIE,Bedourie Airport,Bedourie,AU,-24.3461,139.460007,300,Australia/Brisbane,medium_airport
BEW,FQBR,Beira Airport,Beira,MZ,-19.7964,34.9076,33,Africa/Maputo,medium_airport
BEX,EGUB,RAF Benson,"Wallingford, Oxfordshire",GB,51.614366,-1.095991,226,Europe/London,medium_airport
BEY,OLBA,Beirut Rafic Hariri International Airport,Beirut,LB,33.820899963378906,35.488399505615234,87,Asia/Beirut,large_airport
BFD,KBFD,Bradford Regional Airport,Bradford,US,41.8031005859375,-78.64009857177734,2143,America/New_York,medium_airport
BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US,41.87400055,-103.5960007,3967,America/Denver,medium_airport
BFH,SBBI,Bacacheri Airport,Curitiba,BR,-25.4051,-49.231998,3057,America/Sao_Paulo,medium_airport
BFI,KBFI,Boeing Field King County International Airport,Seattle,US,47.529999,-122.302002,21,America/Los_Angeles,medium_airport
BFJ,ZUBJ,Bijie Feixiong Airport,Bijie,CN,27.267066,105.472097,4751,Asia/Shanghai,medium_airport
BFK,KBKF,Buckley Space Force Base,Aurora,US,39.701698,-104.751999,5662,America/Denver,medium_airport
BFL,KBFL,Meadows Field,Bakersfield,US,35.433601,-119.056999,510,America/Los_Angeles,medium_airport
BFM,KBFM,Mobile Downtown Airport,Mobile,US,30.626800537100003,-88.06809997559999,26,America/Chicago,medium_airport
BFN,FABL,Bram Fischer International Airport,Bloemfontain,ZA,-29.092699,26.302401,4457,Africa/Johannesburg,medium_airport
BFO,FVCZ,Buffalo Range Airport,Chiredzi,ZW,-21.008101,31.5786,1421,Africa/Harare,medium_airport
BFP,KBVI,Beaver County Airport,Beaver Falls,US,40.772499,-80.391403,1253,America/New_York,medium_airport
BFS,EGAA,Belfast International Airport,Belfast,GB,54.6575012207,-6.2158298492399995,268,Europe/London,large_airport
BFU,ZSBB,Bengbu Tenghu Airport,Bengbu,CN,32.847733,117.320244,100,Asia/Shanghai,medium_airport
BFV,VTUO,Buri Ram Airport,Buriram,TH,15.2295,103.252998,590,Asia/Bangkok,medium_airport
BFX,FKKU,Bafoussam Airport,Bafoussam,CM,5.536920070650001,10.354599952700001,4347,Africa/Douala,medium_airport
BFY,ZSBA,Bengbu Tenghu Airport (U.C.),Bengbu,CN,33.165808,117.057295,72,Asia/Shanghai,medium_airport
BGA,SKBG,Palonegro Airport,Bucaramanga,CO,7.1265,-73.1848,3897,America/Bogota,medium_airport
BGC,LPBG,Bragança Airport,Bragança,PT,41.8578,-6.70713,2241,Europe/Lisbon,medium_airport
BGF,FEFF,Bangui M'Poko International Airport,Bangui,CF,4.39847993850708,18.518800735473633,1208,Africa/Bangui,medium_airport
BGI,TBPB,Grantley Adams International Airport,Bridgetown,BB,13.0746,-59.4925,169,America/Barbados,medium_airport
BGM,KBGM,Greater Binghamton/Edwin A Link field,Binghamton,US,42.20869827,-75.97979736,1636,America/New_York,medium_airport
BGN,UESG,Belaya Gora Airport,Belaya Gora,RU,68.556227,146.22784,118,Asia/Magadan,medium_airport
BGO,ENBR,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814,170,Europe/Oslo,large_airport
BGR,KBGR,Bangor International Airport,Bangor,US,44.8074,-68.828102,192,America/New_York,medium_airport
BGW,ORBI,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,33.262501,44.2346,114,Asia/Baghdad,large_airport
BGX,SBBG,Comandante Gustavo Kraemer Airport,Bagé,BR,-31.390499,-54.112202,600,America/Sao_Paulo,medium_airport
BGY,LIME,Milan Bergamo Airport / Antonio Locatelli Air Base,Orio al Serio (BG),IT,45.670725,9.709223,782,Europe/Rome,large_airport
BHB,KBHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,44.45000076,-68.3615036,83,America/New_York,medium_airport
BHD,EGAC,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725,15,Europe/London,medium_airport
BHE,NZWB,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875,109,Pacific/Auckland,medium_airport
BHH,OEBH,Bisha Airport,Bisha,SA,19.9844,42.620899,3887,Asia/Riyadh,medium_airport
BHI,SAZB,Comandante Espora Airport,Bahía Blanca,AR,-38.725,-62.1693,246,America/Argentina/Buenos_Aires,medium_airport
BHJ,VABJ,Bhuj Airport,Bhuj,IN,23.2877998352,69.6701965332,268,Asia/Kolkata,medium_airport
BHK,UZSB,Bukhara International Airport,Bukhara,UZ,39.775002,64.483299,751,Asia/Samarkand,medium_airport
BHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.562901,-86.753502,650,America/Chicago,medium_airport
BHO,VABP,Raja Bhoj International Airport,Bhopal,IN,23.2875003815,77.3374023438,1711,Asia/Kolkata,medium_airport
BHQ,YBHI,Broken Hill Airport,Broken Hill,AU,-32.0013999939,141.472000122,958,Australia/Adelaide,medium_airport
BHS,YBTH,Bathurst Airport,Bathurst,AU,-33.406817,149.651161,2435,Australia/Sydney,medium_airport
BHU,VABV,Bhavnagar Airport,Bhavnagar,IN,21.752199173,72.1852035522,44,Asia/Kolkata,medium_airport
BHV,OPBW,Bahawalpur Airport,Bahawalpur,PK,29.348100662231445,71.71800231933594,392,Asia/Karachi,medium_airport
BHX,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,327,Europe/London,large_airport
BHY,ZGBH,Beihai Fucheng Airport,Beihai (Yinhai),CN,21.5394,109.293999,75,Asia/Shanghai,medium_airport
BIA,LFKB,Bastia Poretta airport,Bastia,FR,42.5527,9.48373,26,Europe/Paris,medium_airport
BIF,KBIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,US,31.84950066,-106.3799973,3946,America/Denver,medium_airport
BIG,PABI,Allen Army Airfield,Delta Junction Ft Greely,US,63.9944992065,-145.722000122,1291,America/Anchorage,medium_airport
BIH,KBIH,Eastern Sierra Regional Airport,Bishop,US,37.3731,-118.363998,4124,America/Los_Angeles,medium_airport
BIK,WABB,Frans Kaisiepo Airport,Biak,ID,-1.19002,136.108002,46,Asia/Jayapura,medium_airport
BIL,KBIL,Billings Logan International Airport,Billings,US,45.807701,-108.542999,3652,America/Denver,medium_airport
BIM,MYBS,South Bimini Airport,South Bimini,BS,25.6998996735,-79.2647018433,10,America/Nassau,medium_airport
BIO,LEBB,Bilbao Airport,Bilbao,ES,43.301102,-2.91061,138,Europe/Madrid,medium_airport
BIQ,LFBZ,Biarritz Pays Basque airport,Biarritz,FR,43.468372,-1.523223,245,Europe/Paris,medium_airport
BIR,VNVT,Biratnagar Airport,Biratnagar,NP,26.48150062561035,87.26399993896484,236,Asia/Kathmandu,medium_airport
BIS,KBIS,Bismarck Municipal Airport,Bismarck,US,46.772701263427734,-100.74600219726562,1661,America/Chicago,medium_airport
BIX,KBIX,Keesler Air Force Base,Biloxi,US,30.4104003906,-88.92440032959999,33,America/Chicago,medium_airport
BIY,FABE,Bisho Airport,Bisho,ZA,-32.897099,27.2791,1950,Africa/Johannesburg,medium_airport
BJA,DAAE,Soummam–Abane Ramdane Airport,Béjaïa,DZ,36.711952,5.069804,20,Africa/Algiers,medium_airport
BJB,OIMN,Bojnord Airport,Bojnord,IR,37.49300003051758,57.30820083618164,3499,Asia/Tehran,medium_airport
BJC,KBJC,Rocky Mountain Metropolitan Airport,Denver,US,39.908798,-105.116997,5673,America/Denver,medium_airport
BJF,ENBS,Båtsfjord Airport,Båtsfjord,NO,70.60025,29.692612,490,Europe/Oslo,medium_airport
BJI,KBJI,Bemidji Regional Airport,Bemidji,US,47.50939941,-94.93370056,1391,America/Chicago,medium_airport
BJL,GBYD,Banjul International Airport,Yundum,GM,13.338,-16.652201,95,Africa/Banjul,large_airport
BJM,HBBA,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,-3.32402,29.318501,2582,Africa/Bujumbura,medium_airport
BJO,SLBJ,Bermejo Airport,Bermejo,BO,-22.7733001709,-64.31289672850001,1249,America/La_Paz,medium_airport
BJR,HABD,Bahir Dar Airport,Bahir Dar,ET,11.6081,37.321602,5978,Africa/Addis_Ababa,medium_airport
BJV,LTFE,Milas Bodrum International Airport,Bodrum,TR,37.250599,27.664301,21,Europe/Istanbul,large_airport
BJX,MMLO,Del Bajío International Airport,Silao,MX,20.992695,-101.480284,5956,America/Mexico_City,medium_airport
BJY,LYBT,Batajnica Air Base,Zemun,RS,44.935299,20.2575,265,Europe/Belgrade,medium_airport
BJZ,LEBZ,Badajoz Airport,Badajoz,ES,38.8913,-6.82133,609,Europe/Madrid,medium_airport
BKA,,Baykit Airport,Baykit,RU,61.676701,96.355003,853,Europe/Moscow,medium_airport
BKB,VIBK,Nal Airport,Bikaner,IN,28.070601,73.207199,750,Asia/Kolkata,medium_airport
BKE,KBKE,Baker City Municipal Airport,Baker City,US,44.837299346900004,-117.808998108,3373,America/Los_Angeles,medium_airport
BKG,KBBG,Branson Airport,Branson,US,36.532082,-93.200544,1302,America/Chicago,medium_airport
BKH,PHBK,Barking Sands Airport,Kekaha,US,22.0228,-159.785004,23,Pacific/Honolulu,medium_airport
BKI,WBKK,Kota Kinabalu International Airport,Kota Kinabalu,MY,5.932743,116.049324,10,Asia/Kuching,medium_airport
BKK,VTBS,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747002,5,Asia/Bangkok,large_airport
BKL,KBKL,Burke Lakefront Airport,Cleveland,US,41.51750183105469,-81.68329620361328,583,America/New_York,medium_airport
BKO,GABS,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,1247,Africa/Bamako,large_airport
BKQ,YBCK,Blackall Airport,Blackall,AU,-24.431678,145.429716,928,Australia/Brisbane,medium_airport
BKS,WIGG,Fatmawati Soekarno Airport,Bengkulu,ID,-3.8637,102.338997,50,Asia/Jakarta,medium_airport
BKW,KBKW,Raleigh County Memorial Airport,Beaver,US,37.7873,-81.124199,2504,America/New_York,medium_airport
BKY,FZMA,Bukavu Kavumu Airport,Kamakombe,CD,-2.30898,28.8088,5643,Africa/Lubumbashi,medium_airport
BLA,SVBC,General José Antonio Anzoategui International Airport,Barcelona,VE,10.111111,-64.692222,30,America/Caracas,large_airport
BLD,,Boulder City Municipal Airport,Boulder City,US,35.947161,-114.858799,2201,America/Los_Angeles,medium_airport
BLE,ESSD,Dala Airport,Borlange,SE,60.422001,15.5152,503,Europe/Stockholm,medium_airport
BLF,KBLF,Mercer County Airport,Bluefield,US,37.295799,-81.207703,2857,America/New_York,medium_airport
BLH,KBLH,Blythe Airport,Blythe,US,33.6192016602,-114.717002869,399,America/Los_Angeles,medium_airport
BLI,KBLI,Bellingham International Airport,Bellingham,US,48.79280090332031,-122.53800201416016,170,America/Los_Angeles,medium_airport
BLJ,DABT,Batna Mostefa Ben Boulaid Airport,Batna,DZ,35.752102,6.30859,2697,Africa/Algiers,medium_airport
BLK,EGNH,Blackpool Airport,Blackpool,GB,53.771702,-3.02861,34,Europe/London,medium_airport
BLL,EKBI,Billund Airport,Billund,DK,55.740335,9.157019,247,Europe/Copenhagen,large_airport
BLN,YBLA,Benalla Airport,Benalla,AU,-36.551899,146.007004,569,Australia/Melbourne,medium_airport
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887,123,Europe/Rome,large_airport
BLR,VOBL,Kempegowda International Airport,Bangalore,IN,13.1979,77.706299,3000,Asia/Kolkata,large_airport
BLT,YBTR,Blackwater Airport,,AU,-23.6031,148.807007,657,Australia/Brisbane,medium_airport
